Year,Volume,Issue,Title,Authors,Cite As,DOI
2024,70,1,Accounting-Driven Bank Monitoring and Firms’ Debt Structure: Evidence from IFRS 9 Adoption,"Xiao Li, Jeffrey Ng, Walid Saffar","Xiao Li, Jeffrey Ng, Walid Saffar (2024) Accounting-Driven Bank Monitoring and Firms’ Debt Structure: Evidence from IFRS 9 Adoption. Management Science 70(1):54-77",https://doi.org/10.1287/mnsc.2022.4628
2024,70,1,Recovering Implied Volatility,"Ohad Kadan, Fang Liu, Xiaoxiao Tang","Ohad Kadan, Fang Liu, Xiaoxiao Tang (2024) Recovering Implied Volatility. Management Science 70(1):255-282",https://doi.org/10.1287/mnsc.2022.4653
2024,70,1,Search and Predictability of Prices in the Housing Market,"Stig Vinther Møller, Thomas Pedersen, Erik Christian Montes Schütte, Allan Timmermann","Stig Vinther Møller, Thomas Pedersen, Erik Christian Montes Schütte, Allan Timmermann (2024) Search and Predictability of Prices in the Housing Market. Management Science 70(1):415-438",https://doi.org/10.1287/mnsc.2023.4672
2024,70,1,Dog Eat Dog: Balancing Network Effects and Differentiation in a Digital Platform Merger,"Chiara Farronato, Jessica Fong, Andrey Fradkin","Chiara Farronato, Jessica Fong, Andrey Fradkin (2024) Dog Eat Dog: Balancing Network Effects and Differentiation in a Digital Platform Merger. Management Science 70(1):464-483",https://doi.org/10.1287/mnsc.2023.4675
2024,70,1,The Importance of Separating the Probability of Committing and Detecting Misstatements in the Restatement Setting,"F. Jane Barton, Brian M. Burnett, Katherine Gunny, Brian P. Miller","F. Jane Barton, Brian M. Burnett, Katherine Gunny, Brian P. Miller (2024) The Importance of Separating the Probability of Committing and Detecting Misstatements in the Restatement Setting. Management Science 70(1):32-53",https://doi.org/10.1287/mnsc.2022.4627
2024,70,1,RegTech Adoption and the Cost of Capital,"Sandy Lai, Chen Lin, Xiaorong Ma","Sandy Lai, Chen Lin, Xiaorong Ma (2024) RegTech Adoption and the Cost of Capital. Management Science 70(1):309-331",https://doi.org/10.1287/mnsc.2022.4660
2024,70,1,Rate This Transaction: Coordinating Mappings in Market Feedback Systems,"Gary E. Bolton, Alina Ferecatu, David J. Kusterer","Gary E. Bolton, Alina Ferecatu, David J. Kusterer (2024) Rate This Transaction: Coordinating Mappings in Market Feedback Systems. Management Science 70(1):567-588",https://doi.org/10.1287/mnsc.2023.4694
2024,70,1,"Ownership Structure, Incentives, and Asset Returns","Hae Won (Henny) Jung, Ajay Subramanian, Qi Zeng","Hae Won (Henny) Jung, Ajay Subramanian, Qi Zeng (2024) Ownership Structure, Incentives, and Asset Returns. Management Science 70(1):589-615",https://doi.org/10.1287/mnsc.2023.4696
2024,70,1,Hate Trumps Love: The Impact of Political Polarization on Social Preferences,Eugen Dimant,Eugen Dimant (2024) Hate Trumps Love: The Impact of Political Polarization on Social Preferences. Management Science 70(1):1-31,https://doi.org/10.1287/mnsc.2023.4701
2024,70,1,The Economic Value of Blockchain Applications: Early Evidence from Asset-Backed Securities,"Xia Chen, Qiang Cheng, Ting Luo","Xia Chen, Qiang Cheng, Ting Luo (2024) The Economic Value of Blockchain Applications: Early Evidence from Asset-Backed Securities. Management Science 70(1):439-463",https://doi.org/10.1287/mnsc.2023.4671
2024,70,1,2023 Information Systems Best AE Award: <i>Management Science</i>,David Simchi-Levi,David Simchi-Levi (2024) 2023 Information Systems Best AE Award: <i>Management Science</i>. Management Science 70(1):670-670,https://doi.org/10.1287/mnsc.2023.bestaeaward.v70.n1
2024,70,1,"The Composite Overfit Analysis Framework: Assessing the Out-of-Sample Generalizability of Construct-Based Models Using Predictive Deviance, Deviance Trees, and Unstable Paths","Nicholas P. Danks, Soumya Ray, Galit Shmueli","Nicholas P. Danks, Soumya Ray, Galit Shmueli (2024) The Composite Overfit Analysis Framework: Assessing the Out-of-Sample Generalizability of Construct-Based Models Using Predictive Deviance, Deviance Trees, and Unstable Paths. Management Science 70(1):647-669",https://doi.org/10.1287/mnsc.2023.4705
2024,70,1,"Tick Size, Competition for Liquidity Provision, and Price Discovery: Evidence from the U.S. Treasury Market","Michael Fleming, Giang Nguyen, Francisco Ruela","Michael Fleming, Giang Nguyen, Francisco Ruela (2024) Tick Size, Competition for Liquidity Provision, and Price Discovery: Evidence from the U.S. Treasury Market. Management Science 70(1):332-354",https://doi.org/10.1287/mnsc.2022.4663
2024,70,1,Strategic Competition and Self-Confidence,"Stefanie Brilon, Simona Grassi, Manuel Grieder, Jonathan F. Schulz","Stefanie Brilon, Simona Grassi, Manuel Grieder, Jonathan F. Schulz (2024) Strategic Competition and Self-Confidence. Management Science 70(1):507-525",https://doi.org/10.1287/mnsc.2023.4688
2024,70,1,Time Inconsistency and Financial Covenants,Haotian Xiang,Haotian Xiang (2024) Time Inconsistency and Financial Covenants. Management Science 70(1):355-371,https://doi.org/10.1287/mnsc.2022.4667
2024,70,1,The Ratchet Effect: Theory and Empirical Evidence,"Michal Matějka, Matthias D. Mahlendorf, Utz Schäffer","Michal Matějka, Matthias D. Mahlendorf, Utz Schäffer (2024) The Ratchet Effect: Theory and Empirical Evidence. Management Science 70(1):128-142",https://doi.org/10.1287/mnsc.2022.4641
2024,70,1,Softening Competition Through Unilateral Sharing of Customer Data,"Chongwoo Choe, Jiajia Cong, Chengsi Wang","Chongwoo Choe, Jiajia Cong, Chengsi Wang (2024) Softening Competition Through Unilateral Sharing of Customer Data. Management Science 70(1):526-543",https://doi.org/10.1287/mnsc.2023.4689
2024,70,1,Social Reference Points and Risk Taking,Frederik Schwerter,Frederik Schwerter (2024) Social Reference Points and Risk Taking. Management Science 70(1):616-632,https://doi.org/10.1287/mnsc.2023.4698
2024,70,1,Financial Contagion in Network Economies and Asset Prices,"Andrea Buraschi, Claudio Tebaldi","Andrea Buraschi, Claudio Tebaldi (2024) Financial Contagion in Network Economies and Asset Prices. Management Science 70(1):484-506",https://doi.org/10.1287/mnsc.2023.4687
2024,70,1,The Utilization Premium,"Fotis Grigoris, Gill Segal","Fotis Grigoris, Gill Segal (2024) The Utilization Premium. Management Science 70(1):207-224",https://doi.org/10.1287/mnsc.2022.4647
2024,70,1,The Economics of Security Analysis,"Kewei Hou, Haitao Mo, Chen Xue, Lu Zhang","Kewei Hou, Haitao Mo, Chen Xue, Lu Zhang (2024) The Economics of Security Analysis. Management Science 70(1):164-186",https://doi.org/10.1287/mnsc.2022.4640
2024,70,1,Private Debt and the Role of Venture Capital and Private Equity Sponsors,"Axel Buchner, Susanne Espenlaub, Arif Khurshed, Abdulkadir Mohamed","Axel Buchner, Susanne Espenlaub, Arif Khurshed, Abdulkadir Mohamed (2024) Private Debt and the Role of Venture Capital and Private Equity Sponsors. Management Science 70(1):372-395",https://doi.org/10.1287/mnsc.2022.4664
2024,70,1,Customer Liquidity Provision: Implications for Corporate Bond Transaction Costs,"Jaewon Choi, Yesol Huh, Sean Seunghun Shin","Jaewon Choi, Yesol Huh, Sean Seunghun Shin (2024) Customer Liquidity Provision: Implications for Corporate Bond Transaction Costs. Management Science 70(1):187-206",https://doi.org/10.1287/mnsc.2022.4646
2024,70,2,Liquidity Requirements and Central Bank Interventions During Banking Crises,Roberto Robatto,Roberto Robatto (2024) Liquidity Requirements and Central Bank Interventions During Banking Crises. Management Science 70(2):1175-1193,https://doi.org/10.1287/mnsc.2023.4737
2024,70,2,Platform Governance in the Presence of Within-Complementor Interdependencies: Evidence from the Rideshare Industry,"Hyuck David Chung, Yue Maggie Zhou, Sendil Ethiraj","Hyuck David Chung, Yue Maggie Zhou, Sendil Ethiraj (2024) Platform Governance in the Presence of Within-Complementor Interdependencies: Evidence from the Rideshare Industry. Management Science 70(2):799-814",https://doi.org/10.1287/mnsc.2023.4706
2024,70,2,Enforcement Waves and Spillovers,"Hae Mi Choi, Jonathan M. Karpoff, Xiaoxia Lou, Gerald S. Martin","Hae Mi Choi, Jonathan M. Karpoff, Xiaoxia Lou, Gerald S. Martin (2024) Enforcement Waves and Spillovers. Management Science 70(2):834-859",https://doi.org/10.1287/mnsc.2023.4711
2024,70,2,"High-Speed Internet, Financial Technology, and Banking","Angelo D’Andrea, Nicola Limodio","Angelo D’Andrea, Nicola Limodio (2024) High-Speed Internet, Financial Technology, and Banking. Management Science 70(2):773-798",https://doi.org/10.1287/mnsc.2023.4703
2024,70,2,Fiscal Limits and the Pricing of Eurobonds,"Kevin Pallara, Jean-Paul Renne","Kevin Pallara, Jean-Paul Renne (2024) Fiscal Limits and the Pricing of Eurobonds. Management Science 70(2):1216-1237",https://doi.org/10.1287/mnsc.2023.4740
2024,70,2,On the Nature of (Jump) Skewness Risk Premia,"Piotr Orłowski, Paul Schneider, Fabio Trojani","Piotr Orłowski, Paul Schneider, Fabio Trojani (2024) On the Nature of (Jump) Skewness Risk Premia. Management Science 70(2):1154-1174",https://doi.org/10.1287/mnsc.2023.4734
2024,70,2,Cashflow Timing vs. Discount-Rate Timing: An Examination of Mutual Fund Market-Timing Skills,"Chunhua Lan, Russ Wermers","Chunhua Lan, Russ Wermers (2024) Cashflow Timing vs. Discount-Rate Timing: An Examination of Mutual Fund Market-Timing Skills. Management Science 70(2):694-713",https://doi.org/10.1287/mnsc.2023.4693
2024,70,2,Superstar Exclusivity in Two-Sided Markets,"Elias Carroni, Leonardo Madio, Shiva Shekhar","Elias Carroni, Leonardo Madio, Shiva Shekhar (2024) Superstar Exclusivity in Two-Sided Markets. Management Science 70(2):991-1011",https://doi.org/10.1287/mnsc.2023.4720
2024,70,2,Financial Covenants and Fire Sales in Closed-End Funds,Shohini Kundu,Shohini Kundu (2024) Financial Covenants and Fire Sales in Closed-End Funds. Management Science 70(2):860-884,https://doi.org/10.1287/mnsc.2023.4708
2024,70,2,The Effect of Managers on Systematic Risk,"Antoinette Schoar, Kelvin Yeung, Luo Zuo","Antoinette Schoar, Kelvin Yeung, Luo Zuo (2024) The Effect of Managers on Systematic Risk. Management Science 70(2):815-833",https://doi.org/10.1287/mnsc.2023.4710
2024,70,2,The Value of U.S. College Education in Global Labor Markets: Experimental Evidence from China,Mingyu Chen,Mingyu Chen (2024) The Value of U.S. College Education in Global Labor Markets: Experimental Evidence from China. Management Science 70(2):1276-1300,https://doi.org/10.1287/mnsc.2023.4745
2024,70,2,Human and Machine: The Impact of Machine Input on Decision Making Under Cognitive Limitations,"Tamer Boyacı, Caner Canyakmaz, Francis de Véricourt","Tamer Boyacı, Caner Canyakmaz, Francis de Véricourt (2024) Human and Machine: The Impact of Machine Input on Decision Making Under Cognitive Limitations. Management Science 70(2):1258-1275",https://doi.org/10.1287/mnsc.2023.4744
2024,70,2,Tax Planning Knowledge Diffusion via the Labor Market,"John M. Barrios, John Gallemore","John M. Barrios, John Gallemore (2024) Tax Planning Knowledge Diffusion via the Labor Market. Management Science 70(2):1194-1215",https://doi.org/10.1287/mnsc.2023.4741
2024,70,2,Labor Unemployment Risk and CEO Incentive Compensation,"Andrew Ellul, Cong Wang, Kuo Zhang","Andrew Ellul, Cong Wang, Kuo Zhang (2024) Labor Unemployment Risk and CEO Incentive Compensation. Management Science 70(2):885-906",https://doi.org/10.1287/mnsc.2023.4714
2024,70,2,Asymmetric Information and R&amp;D Disclosure: Evidence from Scientific Publications,"Stefano Baruffaldi, Markus Simeth, David Wehrheim","Stefano Baruffaldi, Markus Simeth, David Wehrheim (2024) Asymmetric Information and R&amp;D Disclosure: Evidence from Scientific Publications. Management Science 70(2):1052-1069",https://doi.org/10.1287/mnsc.2023.4721
2024,70,2,Combining Choice and Response Time Data: A Drift-Diffusion Model of Mobile Advertisements,"Khai Xiang Chiong, Matthew Shum, Ryan Webb, Richard Chen","Khai Xiang Chiong, Matthew Shum, Ryan Webb, Richard Chen (2024) Combining Choice and Response Time Data: A Drift-Diffusion Model of Mobile Advertisements. Management Science 70(2):1238-1257",https://doi.org/10.1287/mnsc.2023.4738
2024,70,2,Intrachoice Dynamics Shape Social Decisions,"Fadong Chen, Zhi Zhu, Qiang Shen, Ian Krajbich, Todd A. Hare","Fadong Chen, Zhi Zhu, Qiang Shen, Ian Krajbich, Todd A. Hare (2024) Intrachoice Dynamics Shape Social Decisions. Management Science 70(2):1137-1153",https://doi.org/10.1287/mnsc.2023.4732
2024,70,2,Dynamic Batch Learning in High-Dimensional Sparse Linear Contextual Bandits,"Zhimei Ren, Zhengyuan Zhou","Zhimei Ren, Zhengyuan Zhou (2024) Dynamic Batch Learning in High-Dimensional Sparse Linear Contextual Bandits. Management Science 70(2):1315-1342",https://doi.org/10.1287/mnsc.2023.4895
2024,70,2,Deep Learning in Asset Pricing,"Luyang Chen, Markus Pelger, Jason Zhu","Luyang Chen, Markus Pelger, Jason Zhu (2024) Deep Learning in Asset Pricing. Management Science 70(2):714-750",https://doi.org/10.1287/mnsc.2023.4695
2024,70,2,The (Limited) Power of Blockchain Networks for Information Provision,"Benedikt Franke, Qi Gao Fritz, André Stenzel","Benedikt Franke, Qi Gao Fritz, André Stenzel (2024) The (Limited) Power of Blockchain Networks for Information Provision. Management Science 70(2):971-990",https://doi.org/10.1287/mnsc.2023.4718
2024,70,2,Do Differences in Analyst Quality Matter for Investors Relying on Consensus Information?,"Roni Michaely, Amir Rubin, Dan Segal, Alexander Vedrashko","Roni Michaely, Amir Rubin, Dan Segal, Alexander Vedrashko (2024) Do Differences in Analyst Quality Matter for Investors Relying on Consensus Information?. Management Science 70(2):751-772",https://doi.org/10.1287/mnsc.2023.4699
2024,70,2,Dark Knights: The Rise in Firm Intervention by Credit Default Swap Investors,"András Danis, Andrea Gamba","András Danis, Andrea Gamba (2024) Dark Knights: The Rise in Firm Intervention by Credit Default Swap Investors. Management Science 70(2):952-970",https://doi.org/10.1287/mnsc.2023.4717
2024,70,2,Social Media Alleviates Venture Capital Funding Inequality for Women and Less Connected Entrepreneurs,"Xiaoning Wang, Lynn Wu, Lorin M. Hitt","Xiaoning Wang, Lynn Wu, Lorin M. Hitt (2024) Social Media Alleviates Venture Capital Funding Inequality for Women and Less Connected Entrepreneurs. Management Science 70(2):1093-1112",https://doi.org/10.1287/mnsc.2023.4728
2024,70,2,Predictive Analytics and Ship-Then-Shop Subscription,"W. Jason Choi, Qihong Liu, Jiwoong Shin","W. Jason Choi, Qihong Liu, Jiwoong Shin (2024) Predictive Analytics and Ship-Then-Shop Subscription. Management Science 70(2):1012-1028",https://doi.org/10.1287/mnsc.2023.4723
2024,70,2,Ban Targeted Advertising? An Empirical Investigation of the Consequences for App Development,"Tobias Kircher, Jens Foerderer","Tobias Kircher, Jens Foerderer (2024) Ban Targeted Advertising? An Empirical Investigation of the Consequences for App Development. Management Science 70(2):1070-1092",https://doi.org/10.1287/mnsc.2023.4726
2024,70,2,How Do Restrictions on High-Skilled Immigration Affect Offshoring? Evidence from the H-1B Program,Britta Glennon,Britta Glennon (2024) How Do Restrictions on High-Skilled Immigration Affect Offshoring? Evidence from the H-1B Program. Management Science 70(2):907-930,https://doi.org/10.1287/mnsc.2023.4715
2024,70,2,Learning from Their Daughters: Family Exposure to Gender Disparity and Female Representation in Male-Led Ventures,"Zhiyan Wu, Lucia Naldi, Karl Wennberg, Timur Uman","Zhiyan Wu, Lucia Naldi, Karl Wennberg, Timur Uman (2024) Learning from Their Daughters: Family Exposure to Gender Disparity and Female Representation in Male-Led Ventures. Management Science 70(2):671-693",https://doi.org/10.1287/mnsc.2023.4727
2024,70,2,Lending Relationships and the Pricing of Syndicated Loans,"Donghang Zhang, Yafei Zhang, Yijia (Eddie) Zhao","Donghang Zhang, Yafei Zhang, Yijia (Eddie) Zhao (2024) Lending Relationships and the Pricing of Syndicated Loans. Management Science 70(2):1113-1136",https://doi.org/10.1287/mnsc.2023.4730
2024,70,2,Predicting Bond Return Predictability,"Daniel Borup, Jonas N. Eriksen, Mads M. Kjær, Martin Thyrsgaard","Daniel Borup, Jonas N. Eriksen, Mads M. Kjær, Martin Thyrsgaard (2024) Predicting Bond Return Predictability. Management Science 70(2):931-951",https://doi.org/10.1287/mnsc.2023.4713
2024,70,2,How Does Competition Affect Exploration vs. Exploitation? A Tale of Two Recommendation Algorithms,"H. Henry Cao, Liye Ma, Z. Eddie Ning, Baohong Sun","H. Henry Cao, Liye Ma, Z. Eddie Ning, Baohong Sun (2024) How Does Competition Affect Exploration vs. Exploitation? A Tale of Two Recommendation Algorithms. Management Science 70(2):1029-1051",https://doi.org/10.1287/mnsc.2023.4722
2024,70,2,When Liability Is Not Enough: Regulating Bonus Payments in Markets with Advice,"Jun Honda, Roman Inderst, Marco Ottaviani","Jun Honda, Roman Inderst, Marco Ottaviani (2024) When Liability Is Not Enough: Regulating Bonus Payments in Markets with Advice. Management Science 70(2):1301-1314",https://doi.org/10.1287/mnsc.2023.4750
2024,70,3,How Do Interest-Only Mortgages Affect Consumption and Saving over the Life Cycle?,"Linda Sandris Larsen, Claus Munk, Rikke Sejer Nielsen, Jesper Rangvid","Linda Sandris Larsen, Claus Munk, Rikke Sejer Nielsen, Jesper Rangvid (2024) How Do Interest-Only Mortgages Affect Consumption and Saving over the Life Cycle?. Management Science 70(3):1970-1991",https://doi.org/10.1287/mnsc.2023.4787
